time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
420.000,-0.01447052,-0.05234575,9.89506737,0.00292661,-0.00237753,-0.00125319
430.000,0.00682609,0.04468004,9.76853354,-0.00185315,-0.00077962,-0.00272644
440.000,0.01942632,-0.05484664,9.80983699,0.00127030,-0.00044445,-0.00291405
450.000,-0.03239616,-0.04388272,9.79149387,-0.00203116,0.00062703,0.00170443
460.000,-0.11466953,-0.05799512,9.84577071,0.00399346,0.00582772,0.00085762
470.000,0.01738332,-0.05370935,9.83404368,-0.00197908,-0.00426409,0.00056485
480.000,-0.04391065,0.03609819,9.80086805,-0.00162588,-0.00083071,-0.00119415
490.000,-0.01625616,-0.00455318,9.93462642,-0.00028158,0.00213196,0.00034476
500.000,-0.03794008,0.01132793,9.84571844,-0.00031727,-0.00207131,-0.00331808
510.000,-0.04812064,-0.07971289,9.77659509,-0.00097262,-0.00010757,0.00356777
520.000,0.03797316,-0.01710017,9.79509470,0.00026055,0.00196548,-0.00096606
530.000,0.04553848,-0.04031715,9.80221223,-0.00236989,-0.00193023,-0.00141730
540.000,-0.07569205,0.01603595,9.81812535,0.00425694,-0.00164277,0.00171075
550.000,0.03977681,-0.05726281,9.79705562,-0.00180585,0.00186315,0.00080429
560.000,-0.06392352,-0.01230533,9.88073940,-0.00031328,-0.00008153,-0.00127457
570.000,-0.01603764,-0.06829599,9.77265604,0.00089214,-0.00090997,-0.00241559
580.000,-0.08054759,-0.06478864,9.84019935,-0.00255588,0.00034518,0.00319442
590.000,-0.07231416,0.01561643,9.80793713,0.00031998,-0.00023728,0.00060851
600.000,-0.02657641,0.01136750,9.75976692,0.00261200,0.00043877,-0.00078438
610.000,0.04204222,-0.03491701,9.78733166,0.00221258,0.00085751,0.00310961
620.000,-0.02526755,0.03447368,9.83387220,0.00036647,-0.00244894,-0.00269761
630.000,-0.13108506,0.01271215,9.71942036,0.00330186,0.00344733,-0.00031971
640.000,-0.01706609,-0.00540870,9.78904709,-0.00076637,0.00292289,-0.00217415
650.000,0.02504096,0.03600383,9.76797671,-0.00178945,0.00128665,-0.00074865
660.000,-0.04048985,-0.00179848,9.72946340,-0.00001024,-0.00032689,0.00071632
670.000,-0.02384890,0.06740389,9.73133497,0.00281496,0.00018117,0.00132966
680.000,-0.01700587,-0.02961504,9.90691339,-0.00410034,-0.00009744,-0.00164406
690.000,-0.02689306,-0.02399054,9.75511175,-0.00243763,-0.00175630,-0.00062523
700.000,0.00046609,0.01350835,9.76235901,0.00183181,-0.00265279,0.00010489
710.000,0.04943614,0.01355318,9.84924496,-0.00096834,-0.00065535,0.00204976
720.000,-0.01640678,0.01215922,9.79599518,0.00107623,0.00267480,-0.00026416
730.000,0.07288408,0.00581321,9.80708770,-0.00139189,-0.00044772,0.00053046
740.000,-0.02291210,-0.02579818,9.81853610,0.00035315,-0.00216878,0.00022706
750.000,0.04097937,-0.03422790,9.81297896,0.00045646,0.00503495,0.00380038
760.000,0.00920847,0.01791818,9.72127518,-0.00170649,-0.00057477,-0.00287958
770.000,-0.04623663,-0.06829223,9.80829422,-0.00118141,0.00063121,0.00245962
780.000,-0.04504867,-0.02481206,9.74693597,-0.00145817,-0.00130829,-0.00424606
790.000,-0.02016183,-0.05620518,9.84454542,-0.00032533,-0.00212483,-0.00100975
800.000,0.02396140,0.00751146,9.79155290,-0.00175372,-0.00018853,-0.00346572
810.000,-0.10188434,-0.02291033,9.76857717,-0.00293409,0.00425849,-0.00252450
820.000,0.01236371,0.03098536,9.82288163,-0.00219357,0.00367383,0.00586109
830.000,0.06315192,-0.02841571,9.77616121,-0.00234313,-0.00073650,0.00073467
840.000,0.05189391,0.00831082,9.79430006,0.00345740,-0.00197371,-0.00043839
850.000,0.09232606,0.02888653,9.79712279,0.00155468,0.00086953,-0.00069954
860.000,-0.03429724,0.06632563,9.81699985,-0.00026765,-0.00274979,-0.00042297
870.000,0.00122585,0.03381382,9.85065439,-0.00053277,0.00046434,-0.00105667
880.000,0.02749350,0.04419878,9.82921872,0.00094308,0.00202543,0.00036545
890.000,0.02774453,-0.03658189,9.89716769,0.00070351,0.00010631,0.00005536
900.000,-0.06168383,0.01546888,9.73981165,-0.00144312,0.00063299,-0.00013877
910.000,-0.00490644,-0.02856468,9.81343779,0.00418634,0.00314671,0.00082809
920.000,0.01708788,-0.04781669,9.80517928,-0.00152611,-0.00222482,0.00243929
930.000,0.06968371,-0.06561325,9.76394731,0.00052550,0.00096029,-0.00343157
940.000,0.04303773,0.00387774,9.81420775,0.00185488,0.00090884,-0.00216265
950.000,0.05111512,-0.03970344,9.78068324,-0.00094305,0.00052743,0.00016374
960.000,-0.03213209,-0.01741015,9.87362610,-0.00058434,-0.00020698,-0.00044455
970.000,-0.08505400,-0.05971094,9.73836585,0.00030513,0.00294298,-0.00507331
980.000,0.07008470,-0.03072000,9.79031632,-0.00047370,0.00035302,0.00065260
990.000,-0.08073171,-0.01311930,9.84997609,-0.00074383,-0.00351344,0.00071720
1000.000,0.01264785,-0.00539320,9.72840572,0.00345470,-0.00306772,0.00178946
1010.000,-0.01639760,0.00734574,9.75705876,-0.00065705,-0.00012265,-0.00204340
1020.000,0.03274456,0.04425343,9.78021756,-0.00066891,0.00260009,0.00122831
1030.000,0.03629161,-0.00548698,9.86400690,0.00346462,0.00235482,0.00094177
1040.000,0.10170753,-0.05468327,9.84512422,0.00348787,0.00087799,0.00172017
1050.000,0.06524823,-0.04853402,9.77789397,-0.00059314,0.00013309,-0.00133006
1060.000,-0.02931885,-0.00663906,9.78883172,0.00197917,-0.00235661,0.00163008
1070.000,-0.00991423,0.04189942,9.71185941,-0.00038130,0.00234249,0.00156771
1080.000,-0.04869467,0.03349640,9.83428881,0.00364129,0.00146155,-0.00307752
1090.000,-0.05292711,0.02798510,9.87299335,-0.00013391,-0.00234401,-0.00096940
1100.000,-0.00245133,-0.05039805,9.85039771,0.00302246,0.00127507,-0.00133011
1110.000,0.08615227,-0.04430702,9.80861260,-0.00202743,0.00006556,-0.00236478
1120.000,0.05450778,0.00576794,9.71928518,-0.00134228,0.00062402,0.00237955
1130.000,0.02217089,-0.04894043,9.74311387,0.00121752,-0.00458258,0.00067825
1140.000,-0.08638740,0.05952036,9.76491443,0.00014407,0.00082778,0.00330253
1150.000,0.01666681,0.02894772,9.81474095,-0.00412648,-0.00118221,0.00125251
1160.000,0.01482854,0.01905240,9.81355488,-0.00316319,0.00295190,0.00080800
1170.000,-0.03800798,-0.04246686,9.80140092,0.00169317,-0.00114189,0.00169940
1180.000,-0.00630820,0.02146599,9.86173250,0.00213694,0.00046576,0.00054126
1190.000,0.01719527,-0.04054419,9.69759221,0.00054069,-0.00172669,-0.00022202
1200.000,-0.03844686,-0.06722452,9.77013139,-0.00030505,0.00076679,0.00207327
1210.000,0.01211385,0.00421953,9.89955888,-0.00211707,-0.00025002,0.00303712
1220.000,0.02415408,0.09545836,9.84240697,-0.00148718,-0.00164450,0.00047940
1230.000,0.05428534,-0.01794511,9.75292454,0.00168877,0.00002285,0.00273330
1240.000,-0.02244799,-0.00059348,9.77524206,0.00171359,0.00168364,0.00118419
1250.000,-0.05005712,0.02084188,9.75638014,0.00465531,-0.00041032,-0.00393051
1260.000,-0.07667460,-0.05610431,9.79493223,0.00320851,-0.00091540,0.00029288
1270.000,-0.04954596,-0.01140450,9.83667222,0.00261910,-0.00320452,-0.00242560
1280.000,0.02872215,-0.03304130,9.74145292,-0.00320256,-0.00158827,0.00095755
1290.000,-0.02878117,0.03278224,9.85110981,0.00104838,0.00055255,-0.00274668
1300.000,0.01764450,0.06007180,9.89311011,-0.00462021,0.00010871,-0.00086412
1310.000,-0.02416140,0.07432816,9.79362252,0.00091877,0.00140391,0.00035649
1320.000,0.05099243,0.03542862,9.70779708,0.00152027,0.00045842,0.00114071
1330.000,-0.04831136,-0.06106440,9.71754765,-0.00140935,-0.00035922,0.00047471
1340.000,0.04396575,0.10343859,9.79376637,0.00164106,-0.00078748,0.00112406
1350.000,0.04270783,0.07423127,9.81706659,-0.00053168,-0.00023508,0.00174134
1360.000,-0.00126565,-0.01228440,9.83352794,-0.00398612,-0.00259294,-0.00288150
1370.000,0.04373470,0.02309025,9.82802315,-0.00466723,-0.00135653,0.00158231
1380.000,-0.00256015,-0.07964773,9.85153582,-0.00056977,0.00039558,0.00226245
1390.000,-0.06423126,0.03096928,9.84443683,0.00265537,-0.00013828,0.00279176
1400.000,-0.05702161,-0.03039004,9.91272373,0.00018425,-0.00167480,-0.00110364
1410.000,-0.00397411,-0.06101068,9.84669396,-0.00296107,-0.00177627,-0.00063031
1420.000,-0.03863376,-0.09602620,9.83263848,0.00160717,0.00344154,-0.00267807
1430.000,-0.04583089,0.01605942,9.76601550,0.00078565,-0.00208109,0.00103625
1440.000,0.03536021,0.00917492,9.67718957,-0.00026217,-0.00366181,0.00194402
1450.000,0.01910063,-0.01448657,9.87748588,-0.00121000,-0.00106780,-0.00205152
1460.000,0.01976039,0.03780789,9.77112296,-0.00130857,0.00085578,-0.00028994
1470.000,-0.03950339,-0.00128247,9.78861919,0.00065732,0.00072384,0.00273044
1480.000,0.06690045,-0.00766595,9.74540891,-0.00068557,-0.00295372,0.00222412
1490.000,-0.04137905,0.04825255,9.79828713,-0.00066298,0.00222918,0.00085699
1500.000,-0.01103559,0.05300938,9.76091184,-0.00026228,0.00069755,0.00399282
1510.000,-0.11175881,-0.04264333,9.81875445,0.00415396,0.00013876,0.00041174
1520.000,-0.01247558,-0.07802148,9.85745298,0.00215248,-0.00169132,0.00075806
1530.000,0.00817485,0.01945073,9.82763051,-0.00005173,0.00062782,-0.00157426
1540.000,-0.06492621,0.01514395,9.85202269,-0.00317913,-0.00414597,-0.00214174
1550.000,0.05701551,0.03606317,9.83230648,-0.00091735,-0.00058638,0.00396805
1560.000,-0.08687106,-0.00074673,9.75882128,0.00221199,-0.00192418,0.00078956
1570.000,0.06410839,0.05651897,9.75912356,-0.00081416,-0.00056873,0.00046535
1580.000,-0.00229891,0.01242547,9.85168956,0.00123834,-0.00067852,0.00222295
1590.000,-0.08378091,-0.11048112,9.80855743,-0.00228388,0.00001268,0.00529115
1600.000,-0.12657084,0.00792862,9.83626039,0.00044616,0.00286643,0.00027939
1610.000,0.06180400,-0.03112841,9.81470908,0.00116155,-0.00011357,-0.00024391
1620.000,0.03257549,-0.05878600,9.85241739,-0.00155896,0.00086060,-0.00160562
1630.000,0.01371712,-0.03027232,9.81371903,0.00133117,0.00217057,0.00083106
1640.000,-0.00696672,0.03900370,9.78862700,-0.00057250,0.00090793,-0.00051880
1650.000,0.01135452,-0.03104658,9.75975786,0.00187109,-0.00366281,-0.00057212
1660.000,0.00857664,-0.04483838,9.84667901,-0.00398162,-0.00299012,0.00282736
1670.000,0.02961163,-0.03825572,9.81733902,0.00179037,-0.00143896,-0.00290483
1680.000,-0.03848500,-0.08021564,9.77678874,-0.00592906,-0.00108699,0.00494155
1690.000,-0.00251584,0.02607044,9.81412400,0.00086977,-0.00111914,0.00103143
1700.000,0.04538373,-0.04905831,9.78781508,-0.00312192,-0.00059465,0.00030076
1710.000,0.08221834,-0.09655400,9.78405228,-0.00017220,0.00158161,0.00079164
1720.000,-0.05357470,-0.00976992,9.78492763,0.00133665,-0.00137674,0.00189852
1730.000,0.03010777,0.01277603,9.74136912,0.00325787,-0.00194030,-0.00167197
1740.000,-0.02940810,-0.00000585,9.84361904,0.00267157,-0.00038269,0.00291161
1750.000,0.12164781,0.03513979,9.75602500,-0.00088507,0.00291009,0.00036747
1760.000,-0.00469226,0.00904881,9.78068046,0.00051646,0.00312944,-0.00061851
1770.000,0.02351289,-0.11356885,9.83430748,-0.00188224,-0.00089713,0.00101024
1780.000,-0.02381937,-0.00548526,9.87993615,-0.00313152,0.00127494,-0.00097144
1790.000,-0.06307586,0.01363596,9.84634608,0.00229563,-0.00478852,-0.00146650
1800.000,0.00851682,-0.08070962,9.87416983,-0.00337294,-0.00165246,0.00060250
1810.000,-0.01056770,-0.02637704,9.79112586,-0.00035845,-0.00050676,-0.00021067
1820.000,-0.01910732,-0.05950898,9.81489753,0.00040678,-0.00201707,0.00152192
1830.000,-0.02986165,0.03354441,9.83252977,0.00132533,0.00077008,0.00122182
1840.000,0.08128347,-0.01058166,9.76648751,0.00059284,0.00407015,-0.00006491
1850.000,-0.07348712,0.10966717,9.83975540,-0.00061417,-0.00150706,-0.00195472
1860.000,-0.03462100,0.08465775,9.87445812,-0.00248894,-0.00177759,-0.00003103
1870.000,-0.06756388,-0.03767374,9.80003376,0.00066859,0.00010228,-0.00142022
1880.000,-0.05350425,-0.00482897,9.84224810,0.00180037,0.00147883,-0.00020792
1890.000,-0.06866304,0.01465003,9.86507490,-0.00130583,0.00109686,0.00048784
1900.000,0.02001101,-0.00378082,9.77324491,-0.00289625,-0.00013596,0.00063649
1910.000,0.04154209,-0.05884601,9.81878959,-0.00179939,0.00037969,-0.00279671
1920.000,0.00127579,0.05628055,9.77751256,0.00267237,0.00249590,-0.00039158
1930.000,-0.02488679,-0.06209324,9.82851421,0.00072691,-0.00481984,-0.00219872
1940.000,-0.02119079,-0.04310370,9.76830919,-0.00058756,-0.00214427,0.00154328
1950.000,0.02685527,-0.05514802,9.75594170,0.00399459,-0.00235323,-0.00155993
1960.000,0.04481807,-0.00830603,9.85442225,0.00047090,0.00322223,-0.00232923
1970.000,-0.01796779,-0.00005629,9.81446496,0.00049807,0.00364260,-0.00318749
1980.000,0.06936431,0.06529364,9.86431185,-0.00256214,-0.00084721,-0.00092464
1990.000,-0.03144094,-0.04934148,9.84468957,0.00162520,0.00048332,-0.00343288
2000.000,0.06883799,0.05814094,9.80730246,0.00103082,-0.00115508,0.00266645
2010.000,0.03639043,0.03726938,9.81409714,-0.00125518,-0.00127323,0.00120033
2020.000,0.00961868,0.00490977,9.76724517,0.00152585,0.00089620,-0.00325262
2030.000,-0.03430262,-0.03507452,9.72668816,0.00107607,-0.00206862,0.00058963
2040.000,0.00714300,-0.00202867,9.84474821,-0.00284747,0.00089264,-0.00149362
2050.000,0.06303586,0.06621472,9.87757327,-0.00256527,0.00142764,0.00060337
2060.000,-0.03785405,-0.07159796,9.85318718,-0.00122795,0.00290236,-0.00076072
2070.000,0.06910667,0.07779962,9.83089981,0.00006422,0.00053783,-0.00111825
2080.000,-0.09983520,0.01828047,9.83442204,0.00094227,-0.00106690,-0.00070169
2090.000,0.06260375,0.07148143,9.85213167,0.00272529,-0.00208117,-0.00470348
2100.000,-0.02936394,-0.05145587,9.83334806,0.00322187,0.00509866,-0.00068796
2110.000,-0.03962076,0.07375686,9.72142205,-0.00387368,-0.00062097,-0.00044937
2120.000,0.02834433,0.01597675,9.79631167,-0.00037985,-0.00222678,0.00128269
2130.000,-0.04625581,-0.10308882,9.78007857,0.00104901,-0.00298881,0.00152246
2140.000,-0.02569416,0.05558683,9.76750722,0.00410537,0.00034392,-0.00055009
2150.000,0.02263853,-0.06461199,9.83066241,-0.00028401,0.00123051,-0.00333629
2160.000,-0.11188502,0.10476481,9.79959662,0.00032878,-0.00078093,0.00382119
2170.000,-0.13972504,-0.03588747,9.76286689,-0.00034835,0.00333578,-0.00208145
2180.000,-0.03279091,-0.01823207,9.77351914,0.00117452,0.00063880,-0.00161158
2190.000,-0.04082060,-0.05793415,9.84773947,0.00035479,0.00242504,-0.00052058
2200.000,0.06005678,-0.01272869,9.80576817,-0.00338393,-0.00003513,-0.00167736
2210.000,-0.05631654,0.00355103,9.81814819,-0.00068468,-0.00016318,-0.00328334
2220.000,-0.01096993,0.01980375,9.82208544,-0.00323132,0.00096413,-0.00091699
2230.000,-0.05270697,0.05965238,9.79626769,-0.00512949,0.00156969,0.00067367
2240.000,0.08377858,0.02102103,9.90519666,-0.00142775,-0.00263366,0.00180103
2250.000,0.05876346,0.01135948,9.77049466,0.00069870,0.00476520,0.00097027
2260.000,-0.03507837,0.02665171,9.81380630,0.00077541,-0.00033386,0.00176392
2270.000,-0.02945131,0.04165300,9.80858857,0.00125017,0.00250345,-0.00091180
2280.000,0.04195049,-0.04877350,9.85662358,-0.00087081,-0.00095821,0.00171292
2290.000,0.02504978,0.05987848,9.85552153,0.00299675,-0.00091768,-0.00071776
2300.000,-0.00424767,-0.00826873,9.89580155,0.00062815,-0.00049152,0.00203637
2310.000,-0.01452842,0.03742168,9.78758065,-0.00450355,-0.00165341,-0.00143210
2320.000,-0.09309415,-0.06136695,9.82694604,-0.00464071,-0.00192728,-0.00169711
2330.000,0.03505658,0.02046067,9.86394748,-0.00040221,0.00222593,-0.00035645
2340.000,0.01956301,-0.03876174,9.83636511,-0.00206163,-0.00011391,0.00223248
2350.000,0.00848040,-0.02877790,9.83027597,-0.00195192,-0.00182115,0.00125170
2360.000,0.00396851,-0.03025003,9.79775671,-0.00044307,0.00129497,0.00010777
2370.000,0.07067836,0.06904439,9.81605721,0.00140333,-0.00207016,0.00011136
2380.000,0.00286336,-0.07165230,9.89261826,-0.00042138,-0.00243178,-0.00299097
2390.000,0.05181709,0.03759758,9.69291346,0.00137150,-0.00070190,-0.00190811
2400.000,0.00204613,-0.00635644,9.84079077,-0.00019236,0.00225604,-0.00442457
2410.000,-0.02255154,-0.01158551,9.83762065,-0.00299328,-0.00184577,0.00305972
2420.000,-0.03867892,-0.02870213,9.81631633,0.00056517,0.00153463,-0.00214250
2430.000,0.06692429,0.04042349,9.86042020,-0.00223907,0.00089563,0.00025483
2440.000,0.00316584,0.07475390,9.71959088,0.00109748,-0.00037534,0.00069502
2450.000,0.10111196,0.10758795,9.82948082,0.00031624,0.00155553,0.00175320
2460.000,0.04161313,-0.00189999,9.79617158,-0.00323974,-0.00449454,0.00214312
2470.000,-0.03054352,-0.00245060,9.83444667,0.00237545,-0.00204125,-0.00357959
2480.000,0.02099419,0.09933015,9.81166373,0.00019807,0.00186168,0.00373572
2490.000,-0.07444143,0.08221553,9.74560229,0.00103260,-0.00074343,-0.00164528
2500.000,-0.02796955,0.01358716,9.82750875,0.00002290,-0.00059853,-0.00188871
2510.000,-0.07227192,-0.03732361,9.73261088,0.00409751,0.00357034,0.00241396
2520.000,0.03108565,0.05916899,9.74555810,-0.00184170,0.00171004,0.00142156
2530.000,0.04978300,0.04653894,9.77369646,0.00088509,0.00249933,0.00141349
2540.000,-0.09912895,-0.05356280,9.77688712,0.00148003,0.00127381,0.00082477
2550.000,0.07708354,-0.00591513,9.75630860,-0.00356722,0.00016724,-0.00096876
2560.000,0.00739243,-0.06476738,9.83236700,-0.00255968,0.00336363,0.00360205
2570.000,-0.04888320,-0.04162619,9.82542460,0.00271844,0.00051043,0.00284575
2580.000,0.08751168,0.10988938,9.75465672,0.00002411,0.00040559,-0.00204201
2590.000,-0.02983032,0.02577661,9.86508947,0.00079398,0.00012077,-0.00245994
2600.000,-0.10820418,0.00436684,9.78229285,-0.00010239,-0.00015946,0.00374092
2610.000,-0.09620106,-0.06685839,9.77826128,0.00178843,0.00002289,0.00064380
2620.000,0.00294075,0.05040514,9.82436741,0.00008842,-0.00040583,-0.00201820
2630.000,0.04737697,0.00133622,9.77140270,-0.00030210,-0.00149220,-0.00235355
2640.000,-0.00918750,0.03477587,9.85827811,0.00102244,0.00078253,-0.00342591
2650.000,-0.00739373,-0.04645576,9.82343291,-0.00024537,0.00199140,0.00226637
2660.000,0.02389905,0.06163595,9.77271186,0.00205167,0.00007783,-0.00154174
2670.000,-0.03338986,0.03780801,9.78627832,-0.00216740,0.00068921,0.00090733
2680.000,-0.02248421,0.06270699,9.73809972,0.00257466,0.00219996,-0.00011527
2690.000,0.10281016,-0.03063177,9.84998642,-0.00248841,-0.00063821,0.00058407
2700.000,-0.00543998,0.01356811,9.79351068,-0.00040417,-0.00115579,0.00065579
2710.000,0.04282883,-0.01736619,9.77800268,-0.00100792,-0.00125613,0.00077334
2720.000,0.09066709,0.00146913,9.77286522,-0.00080399,0.00048821,0.00069726
2730.000,-0.07451433,0.09327890,9.77905373,-0.00227886,-0.00096248,0.00302682
2740.000,0.10309191,0.01994272,9.81379426,-0.00232416,-0.00423331,-0.00357202
2750.000,0.00849219,0.11079755,9.69703907,0.00005822,0.00006183,-0.00008314
2760.000,0.01071708,-0.01326018,9.79599533,0.00242838,-0.00534567,0.00094436
2770.000,0.00746559,-0.01331271,9.81605653,0.00312288,-0.00225556,-0.00060672
2780.000,-0.00117887,-0.06567791,9.82571830,-0.00150578,-0.00178869,-0.00049923
2790.000,0.03580272,-0.02710328,9.90004480,0.00285497,0.00367477,-0.00051818
2800.000,0.06677859,0.04219761,9.84824104,0.00381012,0.00007115,0.00366148
2810.000,0.00150485,0.05706861,9.88518773,-0.00018660,0.00026212,0.00088545
2820.000,0.04040120,-0.02851417,9.80466593,0.00635771,0.00170257,-0.00125963
2830.000,0.02868350,0.04188725,9.80277614,0.00193800,-0.00072367,-0.00082420
2840.000,-0.02834043,0.07921035,9.75303401,0.00181720,0.00006217,0.00071284
2850.000,-0.04706659,-0.06635639,9.75947246,0.00002797,0.00067317,0.00100602
2860.000,0.06236724,0.06404164,9.80294772,-0.00387393,0.00133315,-0.00180756
2870.000,0.02481572,-0.00052523,9.74705116,-0.00288460,-0.00011682,0.00032483
2880.000,0.11090535,0.06873700,9.82437097,-0.00138701,0.00166206,-0.00252709
2890.000,-0.04279450,-0.01124672,9.77202872,-0.00081389,-0.00116975,0.00006447
2900.000,0.00487911,0.01549616,9.78959373,0.00055773,-0.00201579,0.00160660
2910.000,-0.07272064,0.10660295,9.81852634,0.00012600,-0.00378389,-0.00375877
2920.000,0.02282960,-0.02112047,9.72854944,-0.00002464,-0.00044193,-0.00004804
2930.000,-0.00416503,-0.01616110,9.84212672,-0.00005596,0.00045112,0.00205448
2940.000,0.04530388,0.03825147,9.85606362,-0.00222221,-0.00234394,-0.00202709
2950.000,0.09018329,0.01949259,9.86161079,0.00057783,0.00248989,-0.00070274
2960.000,0.02469303,-0.09500177,9.79892399,-0.00500340,-0.00340799,-0.00150576
2970.000,-0.04338558,0.01157167,9.76709949,-0.00111546,-0.00081678,0.00023785
2980.000,0.03028404,0.04905140,9.86682850,-0.00062349,0.00209868,-0.00119097
2990.000,0.08096308,-0.08380120,9.74670000,-0.00172464,0.00095775,-0.00290985
3000.000,0.14639076,0.05047619,9.81787240,0.00077938,0.00020511,-0.00013308
3010.000,0.00160188,-0.00284301,9.70996267,0.00317655,-0.00124441,0.00428277
3020.000,-0.03861646,-0.00559238,9.77085701,-0.00045086,-0.00255403,0.00030238
3030.000,-0.02925680,0.12793657,9.79406735,-0.00215249,-0.00150351,0.00095697
3040.000,0.01390600,0.01212681,9.83612297,0.00111116,-0.00124434,0.00213808
3050.000,-0.02386414,0.06234906,9.82882811,0.00231502,0.00287260,0.00122246
3060.000,-0.06435822,-0.00537520,9.79804258,0.00272686,-0.00376160,-0.00047182
3070.000,-0.01090827,0.02546484,9.83838626,-0.00173401,0.00023845,-0.00097855
3080.000,0.02583265,0.01694577,9.81093189,-0.00033232,0.00376435,-0.00017473
3090.000,-0.10756035,0.03889463,9.83106770,0.00082758,-0.00046454,0.00031649
3100.000,-0.04923806,0.01402911,9.83904692,0.00001203,0.00089665,0.00249603
3110.000,0.05856235,0.02551507,9.82273009,0.00329479,0.00061924,0.00134486
3120.000,0.04733862,-0.01532700,9.82725016,-0.00230173,-0.00017575,0.00204670
3130.000,-0.03105566,0.05551484,9.72616444,0.00173194,0.00042322,0.00193926
3140.000,0.04083686,0.00088545,9.85491937,0.00098153,0.00240061,0.00074553
3150.000,-0.03902722,0.00449918,9.80968150,-0.00071140,0.00067168,-0.00569403
3160.000,0.02169418,-0.05237810,9.83846075,0.00076577,-0.00729683,-0.00327942
3170.000,-0.09229471,-0.03339210,9.72851350,0.00090354,0.00095506,-0.00215701
3180.000,0.04141097,0.02000654,9.82945193,-0.00142420,0.00274108,-0.00079987
3190.000,0.07365947,-0.01579708,9.83712928,0.00448584,-0.00000384,0.00098460
3200.000,0.00330112,-0.00431173,9.87198129,0.00323375,0.00026205,-0.00183582
3210.000,0.10409397,-0.02157333,9.84833598,-0.00021945,-0.00007122,-0.00256028
